Id,Name,Status,Sector,Type,Phase,Specialization,ExamNo,Province,District_Municipality,Local_Municipality,Postal_Code
200400942,Qengqeleka Primary Junior School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,Chris Hani,Engcobo Local Municipality,5000
200400943,Qhoboshendlini Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,O R Tambo,Port St Johns Local Municipality,5120
200400944,Qingqolo Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5080
200400945,Qingqolo Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,210052,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5080
200400946,Qingana Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,Amathole,Mbhashe Local Municipality,5070
200400947,Qiti Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,O R Tambo,Nyandeni Local Municipality,5160
200400948,Qiya Junior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5100
200400949,Qoba Primary Junior School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,Chris Hani,Engcobo Local Municipality,5050
200400950,Qokama Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,O R Tambo,Nyandeni Local Municipality,5140
200400951,Qolombane Junior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,O R Tambo,Mhlontlo Local Municipality,5170
200400952,Qota Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,Chris Hani,Engcobo Local Municipality,
200400953,Qotira Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,Mhlontlo Local Municipality,5180
200400954,Qotongo Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,Amathole,Mbhashe Local Municipality,
200400955,Quluqu Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,Chris Hani,Engcobo Local Municipality,5050
200400956,Qumbu Village Junior Secondary School,Operational,Public,Ordinary School,Combined School,Arts Drama Music Ballet,211150,Ec,O R Tambo,Mhlontlo Local Municipality,5180
200400957,Noah Christian Academy,Operational,Independent,Ordinary School,Primary School,Nan,Nan,Ec,O R Tambo,Port St Johns Local Municipality,5120
200400958,Qumbu Village Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,4111015,Ec,O R Tambo,Mhlontlo Local Municipality,5180
200400959,Qunu Junior Secondary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5102
200400960,Qurana Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,Joe Gqabi,Elundini Local Municipality,5170
200400961,Qutubeni Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,Chris Hani,Engcobo Local Municipality,5050
200400962,Rafuza Mntuyedwa Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5099
200400963,Rainy Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,O R Tambo,Nyandeni Local Municipality,5099
200400964,Rasmeni Primary Junior School,Operational,Public,Ordinary School,Primary School,Arts Drama Music Ballet,Nan,Ec,Chris Hani,Engcobo Local Municipality,5050
200400966,Richard Samela Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,211081,Ec,O R Tambo,Mhlontlo Local Municipality,5170
200400967,Riverview Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,Amathole,Mbhashe Local Municipality,
200400968,Roman Catholic Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,200400968,Ec,O R Tambo,Port St Johns Local Municipality,5120
200400969,Rosedale Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5099
200400971,Roza Primary Junior School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5080
200400972,Ruze Junior Secondary School,Operational,Public,Ordinary School,Combined School,Arts Drama Music Ballet,212268,Ec,O R Tambo,Nyandeni Local Municipality,5099
200400973,Ryno State Aided School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,Chris Hani,Sakhisizwe Local Municipality,5460
200400974,Sakela Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5099
200400975,Samson Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,O R Tambo,Nyandeni Local Municipality,5160
200400976,Samuel Nombewu Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,4011013,Ec,Joe Gqabi,Elundini Local Municipality,
200400977,Sandi Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,4121020,Ec,O R Tambo,Nyandeni Local Municipality,5099
200400978,Sandile Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,Chris Hani,Engcobo Local Municipality,5050
200400979,Sandy Majeke Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Comprehensive,4111016,Ec,O R Tambo,Mhlontlo Local Municipality,5180
200400980,Sangoni Junior Secondary School,Operational,Public,Ordinary School,Primary School,Ordinary School,210177,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5099
200400981,Sangqu Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,Mhlontlo Local Municipality,5182
200400982,Sankobe Junior Secondary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5080
200400983,Sarili Junior Secondary School,Operational,Public,Ordinary School,Primary School,Arts Drama Music Ballet,Nan,Ec,Amathole,Mbhashe Local Municipality,5070
200400984,Sea View Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,Amathole,Mbhashe Local Municipality,5080
200400985,Sea View Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,4101042,Ec,Amathole,Mbhashe Local Municipality,5080
200400986,Sehushe Commercial School,Operational,Public,Ordinary School,Secondary School,Commercial,4121021,Ec,O R Tambo,Nyandeni Local Municipality,5099
200400987,Sentube Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,Chris Hani,Engcobo Local Municipality,5050
200400988,Shawbury Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,Mhlontlo Local Municipality,5180
200400989,Shawbury Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,4111017,Ec,O R Tambo,Mhlontlo Local Municipality,5180
200400990,Shinira Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,315299,Ec,Amathole,Mbhashe Local Municipality,5070
200400991,Sholora Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,Amathole,Mbhashe Local Municipality,5070
200400992,Shukunxa Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,O R Tambo,Mhlontlo Local Municipality,5180
200400993,Sibabale Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,4011020,Ec,Joe Gqabi,Elundini Local Municipality,5470
200400994,Sicambeni Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,412267,Ec,O R Tambo,Port St Johns Local Municipality,
200400995,Sidanda Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5080
200400996,Sigoyo Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,
200400997,Sigubudu Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5099
200400998,Sikoma Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,O R Tambo,Nyandeni Local Municipality,5140
200400999,Silimela Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,Chris Hani,Engcobo Local Municipality,5000
200401000,Silo Junior Secondary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,Chris Hani,Engcobo Local Municipality,5050
200401001,Sinqumeni Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,Chris Hani,Engcobo Local Municipality,5470
200401002,Sipendu Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,
200401003,Sirunu Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,Amathole,Mbhashe Local Municipality,
200401004,Sitana Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,Joe Gqabi,Elundini Local Municipality,5480
200401005,Sitebe Primary Junior School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,Chris Hani,Engcobo Local Municipality,5050
200401006,Sitha Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,O R Tambo,Port St Johns Local Municipality,
200401007,Sitonga Junior Secondary School,Operational,Public,Ordinary School,Combined School,Arts Drama Music Ballet,413136,Ec,Chris Hani,Engcobo Local Municipality,5050
200401008,Sitoleni Primary Junior School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,Chris Hani,Engcobo Local Municipality,5050
200401009,Sitoza Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,Nan,Ec,Chris Hani,Engcobo Local Municipality,5050
200401010,Siviwe Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,Chris Hani,Engcobo Local Municipality,5054
200401011,Sixhonkxweni Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,
200401012,Sixuzulu Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,
200401013,Siyahlangula Public Junior Secondary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,Chris Hani,Sakhisizwe Local Municipality,5460
200401014,Sizane Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,O R Tambo,Nyandeni Local Municipality,5140
200401015,Sizwe Junior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,O R Tambo,Nyandeni Local Municipality,5160
200401016,Skobeni Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,O R Tambo,Mhlontlo Local Municipality,
200401017,Smuts Ndamase Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,4121022,Ec,O R Tambo,Nyandeni Local Municipality,5160
200401018,Sobuza Primary Junior School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,Chris Hani,Engcobo Local Municipality,5050
200401019,Somerville Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,Joe Gqabi,Elundini Local Municipality,5170
200401020,Sompa Junior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5080
200401021,Sompa Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,O R Tambo,Nyandeni Local Municipality,5160
200401022,Sonata Junior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,O R Tambo,Nyandeni Local Municipality,5160
200401023,Sophonia Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,4011021,Ec,Joe Gqabi,Elundini Local Municipality,
200401024,Spefundevu Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5100
200401025,Springvale Primary Junior School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5102
200401026,St Albans Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,Chris Hani,Engcobo Local Municipality,
200401027,St Bartholomew S Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,4111019,Ec,O R Tambo,Mhlontlo Local Municipality,5180
200401028,St Cuthbert S Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,4111020,Ec,O R Tambo,Mhlontlo Local Municipality,5171
200401030,St Josephs Junior Secondary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5099
200401031,St Patrick S Junior Secondary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,Nyandeni Local Municipality,5100
200401032,St Patrick S Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,4121023,Ec,O R Tambo,Nyandeni Local Municipality,5100
200401033,Mhlontlo Community College,Operational,Independent,Ordinary School,Combined School,Nan,Nan,Ec,O R Tambo,Mhlontlo Local Municipality,5180
200401034,Sulenkama Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,Mhlontlo Local Municipality,5180
200401035,Sulenkama Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,4111021,Ec,O R Tambo,Mhlontlo Local Municipality,5180
200401036,Tabase Primary Junior School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,Mhlontlo Local Municipality,5180
200401037,Tafa Junior Secondary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,Chris Hani,Engcobo Local Municipality,5050
200401038,Takata Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Ec,O R Tambo,Nyandeni Local Municipality,
200401039,Taleni Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,
200401040,Tamsanqa Junior Secondary School,Operational,Public,Ordinary School,Primary School,Ordinary School,Nan,Ec,O R Tambo,King Sabata Dalindyebo Local Municipality,5099
200401041,Tandanani Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,4111022,Ec,O R Tambo,Mhlontlo Local Municipality,5170
